O034 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA 1 NA NA 0 NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA 1 NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
O035 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
O037 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
O039 2 NA 2 NA 1 NA NA NA NA 2 2 NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA 0 NA NA 0 0 0 NA 1 NA NA NA NA NA NA NA NA NA 0 NA 1 1 NA 0 NA 2 0 NA 2 NA 2 2 NA NA NA 1 NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA 0 NA NA NA NA NA 2 NA NA 2 NA NA 2 1 NA NA 2 2 2 0 2 NA NA NA NA 1 NA 1 2 NA 2 NA NA NA 2 NA NA NA NA 2 NA 2 NA NA NA NA NA 2 0 NA 2 2 NA NA 2 NA NA 0 1 NA NA NA NA 0 NA NA NA 0 NA NA NA NA NA NA NA NA NA 0 1 2 NA NA 2 NA NA NA 2 0 2 NA 0 NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA 0 NA 2 NA NA NA 2 0 NA 2 NA 0 NA NA NA NA 1 NA 2 NA NA 0 NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA 0 1 NA NA NA 2 NA 2 NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA 2 NA NA NA NA NA NA NA 0 2 NA NA NA 2 NA NA 2 NA 1 0 NA 2 NA NA NA NA 2 NA 0 NA NA NA NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 0 NA NA NA NA 0 NA NA NA NA NA NA NA 2 NA 2 NA NA NA 2 NA NA NA 2 1 NA NA NA NA NA NA NA NA 2 NA 2 NA 0 NA 0 NA NA NA NA 2 2 NA 0 NA 2 2 0 0 NA 2 NA NA NA NA NA 2 NA NA 0 NA NA 1 NA NA NA 1 2 NA NA NA 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 NA 2 NA NA NA NA NA NA NA 0 NA NA 0 NA NA NA 0 NA NA NA 1 NA NA 2 2 NA NA 0 NA NA NA NA NA 2 2 2 NA 2 NA NA NA NA NA NA NA 2 NA NA NA NA 0 NA NA 2 NA NA NA NA 2 NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA 2 NA 0 NA 2 2 NA NA 2 0 NA NA NA NA 1 2 NA 2 NA NA NA NA NA 2 1 NA NA NA 2 NA NA 2 NA 0 NA NA NA NA NA NA NA 2 NA NA NA 1 0 1 0 NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 2 1 0 0 1 0 2 NA 0 2 NA NA NA NA NA 2 2 2 2 NA NA NA NA NA NA NA 2 NA 2 2 2 NA NA
O041 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA 0 NA NA 2 NA NA NA NA 2 NA NA NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA 2 2 NA 0 NA NA NA 2 NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA 2 NA 0 NA NA 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 1 NA NA NA NA NA NA NA NA 1 NA NA NA 2 NA NA 1 NA NA NA NA NA NA 2 NA NA NA NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA 0 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA 1 NA 2 NA NA 2 NA 0 NA NA NA NA NA NA NA NA NA NA NA 2 NA 0 NA NA NA NA NA 1 NA NA 1 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA 1 2 2 NA NA NA NA NA NA NA 0 2 NA NA NA 1 NA NA NA NA NA NA NA NA NA 1 NA NA 2 NA NA NA NA NA 2 NA 2 NA NA NA NA NA 2 NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA 0 NA 2 2 NA 0 NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA 2 NA NA 2 NA NA 1 NA NA NA NA 2 NA 0 NA NA NA NA NA NA 2 NA NA NA NA NA NA NA 2 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA 2 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA 2 NA NA NA NA 0 NA NA 2 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA
O043 NA NA NA NA 0 NA NA NA 0 1 NA NA NA NA NA NA 2 NA 0 NA 2 NA NA 2 1 2 NA 2 NA NA 1 NA 2 NA NA NA NA NA NA NA 2 NA 2 1 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA NA NA 1 NA 2 NA NA NA NA NA NA NA NA NA NA 1 NA NA NA 1 NA NA NA 2 2 NA 0 2 0 2 2 0 0 2 NA 2 NA 0 NA NA 0 2 2 NA NA NA 0 0 2 NA NA NA 2 NA 2 2 0 NA NA 2 2 NA 2 2 2 2 2 NA NA 2 NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 1 NA NA 2 NA NA 1 NA NA 0 0 NA 2 NA NA 1 2 2 NA NA 2 NA 2 NA NA NA NA NA NA NA 2 NA NA 0 NA NA 1 NA 2 NA NA NA 0 NA 2 1 NA 2 2 0 NA 0 2 NA 1 2 NA NA 0 1 NA NA NA NA NA 1 1 NA NA NA NA 2 NA NA NA 2 0 NA 0 NA NA 0 NA NA 0 NA 0 2 NA 2 NA 2 1 NA 0 NA NA NA NA 2 NA NA 1 2 2 1 2 NA NA 2 2 0 2 0 NA NA 1 1 2 NA 1 NA 2 NA NA NA 0 NA 2 0 0 2 2 NA NA 2 NA NA NA NA NA NA NA 0 2 NA NA NA NA 2 1 NA 0 2 NA NA NA NA 2 NA NA NA NA NA 2 1 1 NA 2 NA NA NA NA NA NA NA NA NA NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA 0 NA 2 2 2 0 0 NA NA 0 2 0 2 NA NA 2 NA NA 2 1 NA NA 2 2 NA NA NA NA 2 2 NA 2 NA NA 2 NA 2 NA NA 2 NA NA NA NA NA NA 0 NA NA NA NA 2 NA 2 NA NA 0 NA NA 0 1 NA 2 0 NA NA NA NA NA NA 0 NA NA NA NA 2 2 NA NA 2 0 NA NA NA NA 1 NA NA NA NA NA NA 2 NA 2 NA NA 2 NA NA NA NA 2 NA NA NA 0 NA 1 NA NA NA NA NA NA NA NA NA NA 0 NA 2 2 NA NA NA NA NA 0 0 NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 1 NA NA 2 NA NA 1 1 NA NA 0 NA NA 2 NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA 0 NA 2 0 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA 2 NA NA NA 2 NA NA NA NA 0 NA 2 2 NA NA 0 NA 2 0 NA 0 NA NA NA NA NA NA NA 0 NA NA 2 0 NA NA NA NA 1 NA NA NA
O044 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
O045 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA 0 NA 2 NA NA NA NA NA 2 NA NA NA 2 NA NA NA 2 NA NA NA 2 NA NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA NA NA NA 0 NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA 1 NA 2 2 2 NA NA NA 1 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA 0 NA NA NA NA NA NA NA 2 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA 1 2 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA 0 2 NA NA NA 2 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA 2 NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA 0 NA NA NA 2 NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
O046 NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA NA NA 2 NA NA 2 2 2 2 NA NA NA NA NA NA NA 2 NA NA NA NA NA 0 NA NA 2 NA 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 1 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA NA NA NA 0 NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA NA NA NA NA 2 NA NA NA 0 NA NA NA NA NA NA NA NA NA 0 NA NA NA NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA 0 NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1 NA NA NA NA NA 0 0 NA NA NA NA NA 1 NA 2 NA 2 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA NA NA NA NA NA 2 NA NA 1 NA 2 NA 0 NA NA NA NA NA NA NA NA NA 0 2 1 NA 2 NA NA NA 2 NA NA NA NA NA 2 NA NA NA NA 2 NA NA NA NA 2 2 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA 0 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA NA NA 2 NA 0 NA NA 2 NA NA NA NA NA NA NA NA NA 2 NA NA 2 NA NA NA 2 NA 2 NA NA NA 2 NA NA NA NA NA 1 NA NA NA NA NA 1 NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA 2 NA 2 NA 0 0 2 NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA 0 NA NA NA NA NA NA NA
O047 NA NA 2 NA NA 0 NA 2 0 NA NA NA 0 NA 0 NA NA NA NA NA NA NA NA 2 NA NA NA NA 1 NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA 0 NA NA NA 2 NA NA NA NA 2 NA NA 1 1 2 NA NA NA NA NA NA NA NA NA NA NA NA 2 2 NA NA NA 0 NA 2 NA 0 NA 2 NA 0 2 NA NA NA NA NA NA NA 2 NA 2 NA NA 0 NA 0 2 NA NA NA 1 NA 2 0 NA NA NA NA NA 0 NA 2 NA NA NA NA NA NA NA NA 0 NA NA NA 2 2 2 1 2 NA 1 NA NA 0 2 NA NA NA NA NA NA NA NA 0 NA NA NA NA NA NA 1 NA 2 2 0 NA NA NA NA NA 1 NA NA NA 1 NA NA 2 NA 1 NA NA NA NA NA 2 NA NA 0 NA 0 NA NA 2 NA NA 1 2 NA NA NA 0 NA NA 2 NA NA NA NA 1 NA NA NA NA NA NA NA NA 2 NA 2 NA NA NA NA NA NA NA NA 2 NA 0 NA NA NA NA 1 2 NA NA NA 0 NA NA NA 2 NA NA NA NA NA NA NA 2 NA NA NA NA 2 NA NA 2 NA NA NA NA NA 2 NA NA 2 2 NA NA 1 NA NA 2 1 2 NA 2 NA NA NA NA 1 NA NA NA 0 NA NA NA NA NA 0 NA NA NA NA 0 NA NA NA 0 NA NA 0 NA NA NA NA NA NA NA 1 NA 0 NA 2 0 NA NA 2 2 NA NA NA NA NA NA 1 NA 2 NA NA 2 0 NA NA NA NA 1 0 NA 1 1 NA 2 NA NA 2 NA NA 0 NA NA 0 NA NA NA 2 2 NA NA NA NA NA NA 0 NA NA 0 NA NA 0 NA NA NA NA NA NA NA 0 2 1 2 NA NA 0 NA 2 1 NA 2 NA NA 2 2 NA NA NA NA NA NA NA 0 NA 1 2 NA 2 1 NA NA 2 NA NA 1 NA NA NA NA NA NA 0 NA 2 NA NA NA NA NA NA NA NA NA NA NA 0 2 NA NA 2 0 1 NA NA NA 2 NA NA 2 2 NA 0 NA NA NA NA 0 1 NA NA 2 2 NA NA NA NA NA 2 NA 1 0 0 NA 2 NA 0 NA NA NA NA NA 0 NA NA 0 NA 2 NA NA NA NA NA NA 2 NA NA 2 2 0 NA NA NA NA NA NA 2 NA NA NA NA NA NA NA 1 NA NA 2 NA 2 NA NA NA 0 NA NA NA NA 2 NA 2 NA 2 0 NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA 0 NA 1 2 NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA NA NA NA NA NA NA NA NA 2 NA NA NA NA NA 2 NA 0 NA NA 2 NA
